ID,ItemLevel,Quality_0,Quality_1,Quality_2,Quality_3,Quality_4,Quality_5,Quality_6
87,87,26.42915725708,42.49855041504,44.04859542847,49.14372634888,55.01862716675,55.01862716675,55.01862716675
88,88,26.90856361389,43.26403427124,44.84760665894,50.0704536438,56.11728668213,56.11728668213,56.11728668213
89,89,27.396692276,44.04859542847,45.66115188599,51.01825332642,57.1795463562,57.1795463562,57.1795463562
90,90,27.89874649048,44.84760665894,46.4979095459,51.98812866211,58.26654815674,58.26654815674,58.26654815674
91,91,28.41562652588,45.66115188599,47.3593788147,52.97031784058,59.36735534668,59.36735534668,59.36735534668
92,92,28.94484329224,46.4979095459,48.24140548706,53.99649810791,60.51746368408,60.51746368408,60.51746368408
93,93,29.48623657227,47.3593788147,49.14372634888,55.01862716675,61.66303253174,61.66303253174,61.66303253174
94,94,30.04227256775,48.24140548706,50.0704536438,56.11728668213,62.89437103271,62.89437103271,62.89437103271
95,95,30.61095237732,49.14372634888,51.01825332642,57.1795463562,64.08491516113,64.08491516113,64.08491516113
96,96,31.1928768158,50.0704536438,51.98812866211,58.26654815674,65.30319213867,65.30319213867,65.30319213867
97,97,31.78219032288,51.01825332642,52.97031784058,59.36735534668,66.53694152832,66.53694152832,66.53694152832
98,98,32.39789962769,51.98812866211,53.99649810791,60.51746368408,67.82594299316,67.82594299316,67.82594299316
99,99,33.01117706299,52.97031784058,55.01862716675,61.66303253174,69.10985565186,69.10985565186,69.10985565186
100,100,33.67037200928,53.99649810791,56.11728668213,62.89437103271,70.48989868164,70.48989868164,70.48989868164
