ID,ItemLevel,Quality_0,Quality_1,Quality_2,Quality_3,Quality_4,Quality_5,Quality_6
45,45,20.85229110718,32.56992340088,34.75381851196,39.6572227478,44.28694534302,44.28694534302,44.28694534302
46,46,21.42469596863,33.71000289917,35.70782470703,40.43146514893,45.07535171509,45.07535171509,45.07535171509
47,47,21.94096946716,34.75381851196,36.56828308105,41.19721603394,45.86215209961,45.86215209961,45.86215209961
48,48,22.4016494751,35.70782470703,37.3360824585,41.97041702271,46.65539932251,46.65539932251,46.65539932251
49,49,22.86143875122,36.56828308105,38.1023979187,42.74224090576,47.44915390015,47.44915390015,47.44915390015
50,50,23.324426651,37.3360824585,38.87404251099,43.5092010498,48.23529434204,48.23529434204,48.23529434204
51,51,23.79433250427,38.1023979187,39.6572227478,44.28694534302,49.02209854126,49.02209854126,49.02209854126
52,52,24.25887870789,38.87404251099,40.43146514893,45.07535171509,49.8118057251,49.8118057251,49.8118057251
53,53,24.7183303833,39.6572227478,41.19721603394,45.86215209961,50.61084365845,50.61084365845,50.61084365845
54,54,25.18224906921,40.43146514893,41.97041702271,46.65539932251,51.4211769104,51.4211769104,51.4211769104
55,55,25.64534568787,41.19721603394,42.74224090576,47.44915390015,52.25199508667,52.25199508667,52.25199508667
56,56,26.10552024841,41.97041702271,43.5092010498,48.23529434204,53.09059143066,53.09059143066,53.09059143066
57,57,26.57216835022,42.74224090576,44.28694534302,49.02209854126,53.9451675415,53.9451675415,53.9451675415
58,58,27.04521179199,43.5092010498,45.07535171509,49.8118057251,54.80965423584,54.80965423584,54.80965423584
59,59,27.51729202271,44.28694534302,45.86215209961,50.61084365845,55.69717788696,55.69717788696,55.69717788696
60,60,27.9932384491,45.07535171509,46.65539932251,51.4211769104,56.6084022522,56.6084022522,56.6084022522
61,61,28.46949195862,45.86215209961,47.44915390015,52.25199508667,57.55192565918,57.55192565918,57.55192565918
62,62,28.94117736816,46.65539932251,48.23529434204,53.09059143066,58.51570510864,58.51570510864,58.51570510864
63,63,29.41325950623,47.44915390015,49.02209854126,53.9451675415,59.50893783569,59.50893783569,59.50893783569
64,64,29.88708305359,48.23529434204,49.8118057251,54.80965423584,60.51578903198,60.51578903198,60.51578903198
65,65,30.36650657654,49.02209854126,50.61084365845,55.69717788696,61.54345321655,61.54345321655,61.54345321655
66,66,30.85270690918,49.8118057251,51.4211769104,56.6084022522,62.59813308716,62.59813308716,62.59813308716
67,67,31.35119819641,50.61084365845,52.25199508667,57.55192565918,63.68521118164,63.68521118164,63.68521118164
68,68,31.8543548584,51.4211769104,53.09059143066,58.51570510864,64.79817962646,64.79817962646,64.79817962646
69,69,32.36709976196,52.25199508667,53.9451675415,59.50893783569,65.9508895874,65.9508895874,65.9508895874
70,70,32.88579177856,53.09059143066,54.80965423584,60.51578903198,67.12978363037,67.12978363037,67.12978363037
71,71,33.41830444336,53.9451675415,55.69717788696,61.54345321655,68.33363342285,68.33363342285,68.33363342285
72,72,33.96504211426,54.80965423584,56.6084022522,62.59813308716,69.57093811035,69.57093811035,69.57093811035
73,73,34.53115463257,55.69717788696,57.55192565918,63.68521118164,70.8309173584,70.8309173584,70.8309173584
74,74,35.10942459106,56.6084022522,58.51570510864,64.79817962646,72.1067199707,72.1067199707,72.1067199707
75,75,35.70536422729,57.55192565918,59.50893783569,65.9508895874,73.41432189941,73.41432189941,73.41432189941
76,76,36.30947113037,58.51570510864,60.51578903198,67.12978363037,74.74600982666,74.74600982666,74.74600982666
77,77,36.92607116699,59.50893783569,61.54345321655,68.33363342285,76.10192108154,76.10192108154,76.10192108154
78,78,37.55887985229,60.51578903198,62.59813308716,69.57093811035,77.4965133667,77.4965133667,77.4965133667
79,79,38.21112823486,61.54345321655,63.68521118164,70.8309173584,78.93229675293,78.93229675293,78.93229675293
80,80,38.8789100647,62.59813308716,64.79817962646,72.1067199707,80.40234375,80.40234375,80.40234375
81,81,39.57053375244,63.68521118164,65.9508895874,73.41432189941,81.90621185303,81.90621185303,81.90621185303
82,82,40.27787017822,64.79817962646,67.12978363037,74.74600982666,83.4507598877,83.4507598877,83.4507598877
83,83,41.00017929077,65.9508895874,68.33363342285,76.10192108154,85.03042602539,85.03042602539,85.03042602539
84,84,41.74256515503,67.12978363037,69.57093811035,77.4965133667,86.64688110352,86.64688110352,86.64688110352
85,85,42.49855041504,68.33363342285,70.8309173584,78.93229675293,88.28385925293,88.28385925293,88.28385925293
86,86,43.26403427124,69.57093811035,72.1067199707,80.40234375,89.99416351318,89.99416351318,89.99416351318
87,87,44.04859542847,70.8309173584,73.41432189941,81.90621185303,91.69770812988,91.69770812988,91.69770812988
88,88,44.84760665894,72.1067199707,74.74600982666,83.4507598877,93.52880859375,93.52880859375,93.52880859375
89,89,45.66115188599,73.41432189941,76.10192108154,85.03042602539,95.2992477417,95.2992477417,95.2992477417
90,90,46.4979095459,74.74600982666,77.4965133667,86.64688110352,97.1109161377,97.1109161377,97.1109161377
91,91,47.3593788147,76.10192108154,78.93229675293,88.28385925293,98.9455871582,98.9455871582,98.9455871582
92,92,48.24140548706,77.4965133667,80.40234375,89.99416351318,100.86242675781,100.86242675781,100.86242675781
93,93,49.14372634888,78.93229675293,81.90621185303,91.69770812988,102.77172088623,102.77172088623,102.77172088623
94,94,50.0704536438,80.40234375,83.4507598877,93.52880859375,104.82395172119,104.82395172119,104.82395172119
95,95,51.01825332642,81.90621185303,85.03042602539,95.2992477417,106.80819702148,106.80819702148,106.80819702148
96,96,51.98812866211,83.4507598877,86.64688110352,97.1109161377,108.83865356445,108.83865356445,108.83865356445
97,97,52.97031784058,85.03042602539,88.28385925293,98.9455871582,110.89489746094,110.89489746094,110.89489746094
98,98,53.99649810791,86.64688110352,89.99416351318,100.86242675781,113.0432434082,113.0432434082,113.0432434082
99,99,55.01862716675,88.28385925293,91.69770812988,102.77172088623,115.18309783936,115.18309783936,115.18309783936
100,100,56.11728668213,89.99416351318,93.52880859375,104.82395172119,117.48316955566,117.48316955566,117.48316955566
